Cylinders,Engine Size(L),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
4,2,7.2,8.5,33,200
3,1.5,6.8,7.9,36,184
3,1.5,6.2,7.5,38,175
3,1.5,6.8,7.9,36,184
3,1.5,6.3,7.5,38,175
3,1.5,7.2,8.4,34,197
3,1.5,7,8.4,34,197
3,1.5,7.8,9.1,31,213
3,1.5,7.4,9.1,31,214
3,1.5,6.8,7.9,36,184
3,1.5,6.3,7.5,38,175
3,1.5,7.2,8.4,34,197
3,1.5,7,8.4,34,197
3,1.5,7.9,9.2,31,215
3,1.5,7.4,9.1,31,214
4,2,7.2,8.3,34,196
4,2,7.3,8.9,32,210
4,2,7.2,8.3,34,196
4,2,7.3,8.9,32,210
4,2,7.2,8.7,32,205
4,2,7.7,9.4,30,220
4,2,7.4,9,31,210
4,2,7.8,9.7,29,227
4,2,7.2,8.4,34,196
4,2,7.3,8.9,32,210
4,2,7.4,9.1,31,213
4,2,7.7,9.7,29,227
4,2,7.2,8.3,34,196
4,2,7.3,8.9,32,210
4,2,7.4,9,31,210
4,2,7.8,9.7,29,227
4,2,7.2,8.4,34,196
4,2,7.7,9.4,30,220
4,2,6.9,7.9,36,183
4,2,7.1,8.5,33,200
4,2.4,7.7,8.9,32,206
4,2.4,7.8,9.3,30,218
4,2.4,7.9,9.2,31,212
4,2,7.2,8.4,34,194
4,2,7.3,8.7,32,205
3,1.2,5.5,6,47,141
3,1.2,5.8,6.5,43,150
3,1.2,5.7,6.4,44,149
3,1.2,5.9,6.6,43,155
4,2.4,7.5,8.4,34,197
4,2.4,8.1,9,31,211
6,3,8.5,10.4,27,242
4,2,7.8,8.8,32,204
4,2,8.2,9.3,30,216
4,2,8.2,9.2,31,213
6,3.7,9.3,11.1,25,261
6,3.7,9.3,11.5,25,269
6,3.7,9.7,11.5,25,270
6,3.7,9.7,11.8,24,278
4,2.5,6,7.5,38,176
6,3.5,7.3,9.1,31,214
4,2.5,6.5,7.8,36,183
8,5.6,12.9,15.4,18,362
4,2.5,10.5,12.2,23,286
4,2.5,10.4,11.4,25,268
6,4,10.6,12.9,22,304
6,4,11.5,13.8,20,326
6,4,11.5,13.5,21,317
6,3.8,10.7,12.8,22,300
4,1.6,7.5,8,35,189
4,1.6,7.2,8,35,188
4,1.6,7.8,8.4,34,199
4,1.6,7.6,8.4,34,197
4,1.6,8.3,8.9,32,209
6,3.5,7.8,9.6,29,225
4,1.6,6.8,7.9,36,186
4,1.6,6.8,7.9,36,185
6,3.5,8.3,9.8,29,230
6,3.5,8.4,9.9,29,232
4,2,9,9.4,30,220
6,3.5,8.5,10.2,28,240
6,3.5,8.9,10.7,26,250
6,3.5,9.2,11,26,258
4,2,7.3,8.1,35,191
4,2,8.1,9.2,31,216
4,2,7.5,8.4,34,197
4,2.5,7,8.2,34,192
4,2.5,7.4,8.6,33,203
4,1.6,7.3,8.2,34,193
4,1.6,7.3,8.3,34,195
4,1.8,6.3,7.3,39,171
4,1.8,6.8,8,35,187
4,1.6,7.8,8.7,32,205
4,1.6,7.6,8.7,32,204
8,5.6,11.2,13.3,21,312
8,5.6,11.1,13.4,21,315
8,5.6,12,14.2,20,333
4,1.6,6.2,7,40,164
4,1.6,6.6,7.7,37,180
6,3,8,9.4,30,221
6,3,8.1,10.1,28,237
6,3,8.3,9.7,29,227
6,3,8.2,10.3,27,241
6,3,8.3,9.7,29,226
6,3,8.3,10.4,27,242
6,3,8.4,9.7,29,228
6,3,8.3,10.4,27,243
6,3,8.3,9.6,29,225
6,3,8.3,10.4,27,242
6,3,8.4,9.8,29,230
6,3,8.5,10.5,27,246
6,3,8.5,9.9,29,232
6,3,8.4,10.4,27,243
6,3,8.5,9.9,29,231
6,3,8.5,10.5,27,246
6,3,8.4,9.8,29,228
6,3,8.5,10.5,27,246
6,3,8.6,10,28,233
6,3,8.5,10.5,27,246
6,3.8,9.9,11.4,25,266
6,3.8,9.9,11.4,25,267
6,3.8,9.9,11.4,25,266
6,3.8,9.9,11.4,25,267
4,2,8,9.4,30,219
4,2,8.3,9.8,29,229
4,2.5,8.4,9.9,29,230
4,2.5,9,10.7,26,249
6,3.6,9.7,11.5,25,268
6,3.6,10.2,12.1,23,281
6,3.6,9.6,12,24,281
6,3.6,10.4,12.6,22,296
8,4.8,11.2,14.2,20,334
8,4.8,11.2,14.2,20,334
4,2,8,9.4,30,219
4,2,8.3,9.8,29,229
4,2.5,8.4,9.9,29,230
4,2.5,9,10.7,26,249
4,2,9.3,10.6,27,248
6,3,10.3,12.2,23,285
6,3,10.3,12.3,23,287
6,3.6,10.1,12.3,23,287
6,3.6,9.6,11.9,24,280
6,3.6,13.8,17,17,283
8,5.7,12,14.8,19,346
8,5.7,11,13.6,21,319
6,3,8.6,10.4,27,278
6,3.6,10.2,12.6,22,294
6,3.6,14.7,18,16,300
8,5.7,12.7,15.4,18,361
8,5.7,11.5,14,20,328
6,3,8.8,10.8,26,289
4,2.4,8.3,9.9,29,232
12,6.6,12.6,16.7,17,390
12,6.6,12.6,16.7,17,390
12,6.6,12.6,16.7,17,390
12,6.7,12.7,17.1,17,400
12,6.7,12.7,17.1,17,400
12,6.7,12.7,17.1,17,400
12,6.7,12.8,17.1,17,401
12,6.6,12.5,16.1,18,375
3,0.9,6.3,6.7,42,152
4,2,7.2,8.6,33,200
4,2,8,9.7,29,228
4,2,7.2,8.2,34,193
4,2,7.8,9.2,31,216
4,2,8.6,9.5,30,223
4,2.5,7.4,8.4,34,196
4,2.5,8.3,9.7,29,228
4,2,6.4,7.5,38,174
4,2,7.5,8.9,32,208
4,2,6.5,7.5,38,176
4,2,7.7,9,31,211
4,2.5,7,8.3,34,194
4,2.5,7.9,9.5,30,222
6,3.6,8.3,10.3,27,241
4,2.5,7.3,8.4,34,198
4,2.5,8.3,9.8,29,229
6,3.6,8.7,10.5,27,247
4,2,9.6,11.2,25,255
4,2,8.5,10,28,235
4,2.5,10.2,12.2,23,285
6,4,12,13.3,21,310
6,4,12,13.3,21,310
4,2,7.3,8.7,32,204
4,2,8.3,9.9,29,232
6,3.5,7.7,9.7,29,226
4,2.5,7.1,8.6,33,199
6,3.5,7.8,9.6,29,224
4,2.5,6.2,5.9,48,137
4,2.5,6.3,6,47,141
4,1.8,6.5,7.5,38,174
4,1.8,6.7,7.5,38,178
4,1.8,6.5,7.5,38,176
4,1.8,5.9,6.9,41,163
4,1.8,6.3,7.2,39,168
4,1.8,6.5,7.5,38,176
4,1.8,6.8,7.9,36,185
6,3.5,8.7,10.3,27,243
6,3.5,9,10.6,27,251
6,3.5,8.9,10.6,27,247
6,3.5,8.8,10.4,27,242
6,3.5,8.5,8.3,34,193
4,1.8,4.6,4.5,63,105
4,1.5,5.5,5.1,55,120
4,1.8,6,5.8,49,135
4,2.5,8,9.2,31,217
4,2.5,7.8,9,31,210
4,2.5,8.3,9.5,30,222
4,2.5,8.4,9.7,29,226
4,2.5,7.8,7.3,39,170
8,5.7,13.8,16.5,17,380
6,3.5,8.9,10.9,26,255
6,3.5,9.6,11.7,24,274
4,2.7,10.1,11.2,25,263
6,3.5,10,11.4,25,268
4,2.7,10.6,11.7,24,274
4,2.7,11.4,11.9,24,279
6,3.5,10.7,12,24,283
6,3.5,11.6,12.8,22,301
6,3.5,11.7,12.9,22,300
8,4.6,12.3,14.2,20,334
8,5.7,12.9,15.3,18,358
8,4.6,12.6,14.9,19,349
8,5.7,13.9,16.2,17,378
4,1.5,5.8,6.6,43,155
4,1.5,6,6.8,42,164
4,1.5,6.8,7.4,38,173
4,1.5,6.5,7.2,39,168
4,1.8,7.2,8.5,33,199
4,1.8,7.1,8.4,34,198
4,1.8,7.5,8.6,33,201
4,1.8,7.2,8.5,33,199
6,3.6,9.3,11.8,24,277
4,1.8,6.7,8.2,34,192
4,1.8,6.6,8.1,35,190
4,2,7.2,8.5,33,199
4,2,7,8.5,33,198
4,2,7.9,9.3,30,216
4,2,7.7,9.4,30,220
4,1.8,8,9.4,30,220
4,1.8,6.9,8.2,34,192
4,1.8,6.8,8.3,34,194
4,1.8,8,9.4,30,220
4,1.4,6.2,7.4,38,175
4,1.4,5.9,7.2,39,168
4,1.8,6.8,8.2,34,193
4,2,7.4,8.7,32,205
4,2,7.2,8.9,32,208
4,1.8,7,8.7,32,204
6,3.6,8.5,10.4,27,242
4,2,9.6,10.7,26,256
4,2,10,11.1,25,263
6,3.6,10.4,12.2,23,287
4,2,7,8.4,34,198
4,2,7.8,9.4,30,219
4,2,7,8.4,34,198
4,2,7.8,9.4,30,219
4,2,7.7,9.5,30,221
4,2,8.5,10.3,27,241
4,2,7.8,9.4,30,220
4,2,7,8.7,32,204
4,2,7.6,9.4,30,219
4,2,7,8.4,34,198
4,2,7.8,9.4,30,219
4,2,7.7,9.5,30,221
4,2,8.5,10.3,27,241
4,2,7.8,9.4,30,220
4,2,7,8.7,32,204
4,2,7.6,9.4,30,219
4,2,7.9,9.4,30,221
4,2,7.8,9.2,31,216
4,2,8.4,10,28,233
4,2,8.7,10.4,27,244
4,2,9.1,10,28,232
4,2,9.5,10.2,28,239
4,2,9.6,10.6,27,249
4,2.4,6.8,8.2,34,192
6,3.5,9,11,26,259
6,3.5,9,10.7,26,251
6,3,9,9,31,210
6,3.5,10.8,11,26,261
6,3.5,8.7,10.7,26,250
6,3.5,8.2,8.4,34,196
4,2.4,7.1,8.7,32,205
4,2.4,7.4,8.9,32,209
6,3.5,7.7,9.8,29,228
6,3.5,8.2,10.3,27,240
4,1.8,6.9,8.4,34,197
4,1.8,6.9,8.4,34,197
4,2,7.2,8.7,32,205
4,2,7.7,9.2,31,217
6,2.9,9.6,11.9,24,280
4,2,8.3,9.6,29,226
6,2.9,10.4,12.4,23,292
8,4,9.8,11.5,25,271
12,5.2,11.4,13.7,21,322
12,6,10.9,14.1,20,332
12,6,11.4,14.7,19,346
4,2,6.8,8,35,188
4,2,7.5,8.7,32,205
4,2,8,9.5,30,223
4,2,6.4,7.6,37,177
4,2,7,8.7,32,203
4,2,7.1,8.7,32,204
4,2,7.9,9.3,30,217
4,2,7,8.7,32,203
4,2,7.1,8.7,32,204
4,2,7,8.7,32,203
4,2,7,8.7,32,203
4,2,7.5,9.2,31,216
6,3,8.2,10,28,235
6,3,8.2,10,28,235
6,3,8,10.5,27,247
8,4,9.1,12.4,23,290
8,4,9.1,12.4,23,290
4,2,8.3,10.1,28,236
4,2,8.4,10.3,27,240
4,2,8.6,9.6,29,226
4,2,9.5,11,26,258
6,3,9.4,11.1,25,260
10,5.2,9.5,13.1,22,304
10,5.2,11.3,14.5,19,338
10,5.2,11.3,14.5,19,338
5,2.5,8.3,10.5,27,248
6,2.9,8.9,11.1,25,260
8,4,9.6,13.7,21,318
4,2,8.3,9.6,29,223
6,3,8,9.9,29,232
6,3,8,9.9,29,232
6,3,8.1,10.2,28,239
6,3,8,9.9,29,232
8,4,10,12.8,22,298
8,4,10,12.8,22,298
8,4,9.9,13.4,21,313
6,3,10,11.5,25,270
4,2,7.8,9.1,31,209
4,2,7.8,9.1,31,209
5,2.5,8.2,10.5,27,245
4,2,8.6,9.5,30,222
12,6,12.2,15.9,18,370
12,6,12,16.6,17,389
12,6,12,16.6,17,389
8,4,10.7,15.1,19,353
12,6,12,16.6,17,389
8,6.8,13,17.3,16,405
4,2,6.8,8.4,34,197
4,2,7.3,9.4,30,219
4,2,7.2,8.9,32,208
4,2,7.1,8.6,33,202
4,2,5.9,7,40,184
4,2,5.9,7,40,184
4,2,7.2,8.9,32,208
4,2,7.2,8.9,32,208
4,2,7.2,8.9,32,208
6,3,6.2,7.8,36,183
6,3,8.1,10.3,27,240
6,3,7.5,9.5,30,223
6,3,8.4,10.5,27,245
6,3,7.9,10,28,235
4,2,7.3,9.1,31,214
4,2,7.2,8.9,32,208
4,2,7.2,8.9,32,208
6,3,6.2,7.8,36,183
6,3,8.1,10.3,27,240
6,3,7.9,10,28,235
6,3,7.5,9.5,30,223
6,3,8.4,10.5,27,245
6,3,7.5,9.5,30,223
4,2,7.2,8.9,32,208
6,3,8.1,10,28,236
6,3,8.4,10.5,27,248
6,3,8.4,10.5,27,248
6,3,8.4,10.3,27,241
8,4.4,9.6,12.4,23,292
8,4.4,10,12.2,23,286
8,4.4,9.6,12.4,23,292
8,4.4,9.6,12.4,23,292
8,4.4,9.4,12.1,23,283
8,4.4,9.6,12.4,23,292
6,3,8.9,10.5,27,245
6,3,9.2,11.4,25,267
6,3,7.7,9.5,30,222
6,3,8.7,10.9,26,255
6,3,7.7,9.5,30,222
6,3,8.4,10.7,26,249
6,3,7.8,9.7,29,227
6,3,7.8,9.7,29,227
6,3,9.9,11.9,24,280
6,3,9.3,11.6,24,273
6,3,10.5,12.7,22,299
6,3,9.4,11.9,24,280
6,3,9.9,11.9,24,280
6,3,9.3,11.6,24,273
8,4.4,9.4,12.1,23,283
8,4.4,11.6,14.7,19,344
8,4.4,10.9,13.8,20,324
8,4.4,11.6,14.7,19,344
8,4.4,10.9,13.8,20,324
8,4.4,11.6,14.7,19,344
8,4.4,10.9,13.8,20,324
12,6.6,11.9,15.1,19,355
4,2,7.5,9.3,30,217
4,2,7.7,9.5,30,222
4,2,8,9.5,30,223
6,3,8.6,10.3,27,241
4,2,8.6,10.3,27,240
6,3,9.5,11.4,25,266
6,3,8,9.3,30,246
6,3,9.8,11.5,25,270
8,4.4,11.2,13.5,21,317
8,4.4,12.1,14.6,19,341
6,3,9.8,11.5,25,270
8,4.4,11.2,13.5,21,317
8,4.4,12.1,14.6,19,341
16,8,16.6,22.2,13,522
6,3.6,9,11.2,25,263
6,3.6,9.4,11.8,24,277
4,1.4,7.2,8.3,34,194
4,1.4,7.1,7.9,36,185
4,1.4,7.8,8.9,32,210
4,1.4,7.6,8.3,34,196
4,2,9.1,10.6,27,248
4,2.5,8.6,10,28,234
6,3.6,7.9,9.7,29,228
4,2.5,6.7,8.1,35,190
6,3.6,8,10.1,28,237
4,2,7.4,9.2,31,217
4,2,8,9.6,29,227
6,3.6,8.7,10.7,26,250
4,2,7.7,9.2,31,216
4,2,8.2,10.3,27,240
6,3.6,8,10,28,234
4,2,7.9,9.5,30,222
6,3.6,8.6,10.5,27,247
6,3.6,9.4,11.9,24,291
6,3.6,10.4,12.6,22,295
4,2,7.8,9.5,30,224
6,3,9.1,11.2,25,263
6,3.6,8.9,11.1,25,261
4,2,7.8,9.5,30,224
6,3.6,8,10,28,234
4,2,8.2,9.8,29,229
6,3.6,8.6,10.5,27,247
6,3.6,9.9,12.7,22,311
8,6.2,11.1,14,20,329
8,6.2,10.9,14,20,329
6,3.6,8.9,10.6,27,250
6,3.6,9.3,11.2,25,263
6,3.6,8.5,11.1,25,260
6,3.6,9,11.6,24,272
6,3.6,10.2,12.8,22,302
4,2,7.6,9.4,30,220
4,2,7.9,10.1,28,235
6,3.6,8.2,10.4,27,246
6,3.6,8.4,11.7,24,274
8,6.2,8.7,11.7,24,273
8,6.2,9.4,12.1,23,284
8,6.2,11.3,15.4,18,361
8,6.2,12,14.8,19,348
4,2,8.8,9.3,30,218
4,2.5,9.2,10.8,26,253
4,2.5,9.2,10.7,26,251
4,2.8,8,9.6,29,257
6,3.6,9.6,11.7,24,274
4,2.5,9.8,11.3,25,266
4,2.8,8.3,10.4,27,279
6,3.6,10,12.2,23,288
4,2.8,10.7,11.7,24,315
6,3.6,13,14.1,20,331
8,6.2,9.2,12.7,22,297
8,6.2,9,11.9,24,278
8,6.2,10.3,14.3,20,336
8,6.2,10.6,13.4,21,312
4,1.4,5.9,7.1,40,166
4,1.4,5.8,7.4,38,172
4,1.4,6,7.2,39,169
4,1.6,5,6.5,43,175
4,1.6,4.6,6.3,45,170
4,1.4,6.2,7.3,39,172
4,1.4,6.2,7.5,38,175
4,1.4,6.4,7.5,38,176
4,1.6,5.2,6.6,43,178
4,1.6,4.9,6.7,42,180
4,1.5,7.3,8.3,34,195
4,1.6,6,7.4,38,198
4,1.5,7.9,8.9,32,209
4,1.6,6.1,7.4,38,198
4,2,8.3,9.7,29,228
4,2.5,7.9,9.5,30,224
6,3.6,8.5,10.8,26,254
6,3.6,11.6,14.6,19,245
4,1.5,6.5,7.8,36,181
4,2,7.4,9.1,31,213
4,1.8,5.5,5.1,55,121
6,4.3,10,11.8,24,278
6,4.3,14.4,17.1,17,284
8,5.3,10.3,12.7,22,298
8,5.3,10.3,12.7,22,298
8,5.3,13.9,17.1,17,283
8,5.3,10.9,13.1,22,307
8,6.2,11.2,13.8,20,324
8,5.3,10,11.8,24,278
6,4.3,10.6,12.5,23,294
6,4.3,15.2,18,16,296
8,5.3,10.7,13.1,22,307
8,5.3,10.7,13.1,22,307
8,5.3,15,18.3,15,309
8,5.3,11.6,13.8,20,324
8,6.2,11.7,14.1,20,331
8,5.3,11.2,13,22,304
4,1.4,6.6,7.8,36,184
4,1.4,6.3,7.4,38,174
4,1.8,7,8.3,34,193
4,1.8,6.8,8.1,35,190
4,1.4,6.6,7.8,36,184
4,1.4,6.3,7.4,38,174
4,1.8,7,8.3,34,193
4,1.8,6.8,8.1,35,190
4,1.4,6.2,7.1,40,167
4,1.4,6,7.1,40,166
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.9,17.2,16,285
8,5.3,10.9,13.3,21,313
8,5.3,10.9,13.3,21,312
8,5.3,15.7,19.3,15,321
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.9,17.2,16,285
8,5.3,10.8,13.2,21,310
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,299
8,6.2,10.7,13.8,20,325
4,2,9,10.5,27,246
6,3.6,8.7,11,26,258
6,3.6,9.4,11.8,24,276
4,1.4,7.2,8.3,34,194
4,1.4,7.1,8.2,34,194
4,1.4,7.8,8.9,32,210
6,3.6,7.8,10.3,27,242
6,3.6,7.8,10.3,27,242
6,3.6,10.6,14.2,20,234
8,5.7,9.4,12.3,23,289
6,3.6,8.7,11,26,258
6,3.6,8.7,11,26,258
6,3.6,12,15,19,248
6,3.6,8.4,10.9,26,259
6,3.6,8.4,10.6,27,249
6,3.6,7.8,10.3,27,242
8,5.7,10.1,13.1,22,307
8,6.4,10.4,13.9,20,325
8,5.7,9.4,12.3,23,289
8,6.4,9.6,12.9,22,302
6,3.6,8.7,11,26,258
6,3.6,8.7,11,26,258
6,3.6,12,15,19,248
8,6.4,10.4,13.9,20,325
8,6.4,9.6,12.9,22,302
8,6.2,10.7,14.5,19,339
8,6.2,10.7,14.5,19,339
8,6.2,11.4,15.1,19,352
6,3.6,9,11.6,24,271
6,3.6,9,11.6,24,271
6,3.6,12.7,16.1,18,268
6,3.6,7.8,10.3,27,242
6,3.6,7.8,10.3,27,242
6,3.6,10.6,14.2,20,234
8,5.7,9.7,12.9,22,302
8,5.7,9.4,12.3,23,289
8,6.4,9.6,12.9,22,302
6,3.6,8.7,11,26,258
6,3.6,8.7,11,26,258
6,3.6,12,15,19,248
8,5.7,10.1,13.3,21,312
8,6.4,9.6,12.9,22,302
8,6.2,10.7,14.5,19,339
6,3.6,9.6,11.3,25,265
8,5.7,10.9,14.1,20,331
8,6.4,12.2,15.6,18,363
6,3.6,9.4,11.8,24,276
6,3.6,13.3,16.7,17,274
4,2.4,9.2,11.1,25,261
6,3.6,9.5,12.1,23,284
6,3.6,13.2,16.4,17,274
6,3.6,10,12.4,23,292
4,1.4,6.5,8,35,187
4,1.4,6.7,7.9,36,185
4,1.4,7.4,8.7,32,202
4,1.4,7,7.8,36,182
4,1.4,7.4,8.7,32,202
4,1.4,7,7.8,36,182
4,1.4,7.9,9.4,30,221
4,1.4,7.1,8.4,34,197
4,2.4,7.8,9.4,30,220
4,2.4,8,9.7,29,226
4,2,6.2,5.9,48,138
3,1,8.1,8.4,34,195
4,2,8,9.3,30,217
4,2,8,9.9,29,233
4,2,8,9.9,29,231
6,3.5,9.1,11.5,25,270
4,2,8.7,10.5,27,246
6,2.7,9.8,12,24,282
6,3.5,10.2,12.4,23,291
4,1.5,7.8,9.1,31,214
4,2.5,8.1,9.7,29,229
4,2.5,10.9,13.3,21,219
4,1.5,8.3,9.6,29,226
4,2,8.8,10.3,27,241
6,3.5,10.7,12.4,23,291
6,3.5,11.2,13.2,21,311
4,2.3,8.6,10.8,26,254
6,3.5,9.8,12.1,23,283
6,3.5,13,16.2,17,269
4,2.3,9.2,11.4,25,267
6,3.5,10.7,13,22,305
6,3.5,10.6,12.7,22,299
6,3.5,14.3,17.3,16,288
6,2.7,9,10.6,27,249
6,2.7,9.4,10.8,26,253
6,2.7,9.4,11,26,258
6,3,8,9.5,30,256
6,3,8.4,9.7,29,260
6,3.3,9.4,11,26,259
6,3.3,9.3,10.9,26,257
6,3.3,12.7,14.9,19,248
6,3.3,9.8,11.2,25,263
6,3.3,9.8,11.2,25,263
6,3.3,12.7,14.9,19,248
6,3.5,10.1,12,24,282
6,3.5,10.7,12.3,23,288
6,3.5,11.2,12.5,23,293
8,5,10.4,12.4,23,292
8,5,10.2,12.2,23,286
8,5,14,17.4,16,288
8,5,11.2,13.1,22,308
8,5,11.2,13.1,22,307
8,5,14,17.4,16,288
8,5,11.8,13.8,20,324
8,5,11.8,13.8,20,323
8,5,14,17.4,16,288
6,2.7,9.8,11.3,25,265
6,2.7,10.2,11.8,24,277
6,2.7,9.8,11.6,24,272
6,3,9.3,10.7,26,288
6,3,9.3,10.7,26,288
6,3,8.4,9.9,29,266
6,3.3,10.3,11.8,24,277
6,3.3,10.2,11.7,24,273
6,3.3,13.7,15.8,18,263
6,3.3,10.7,12.4,23,291
6,3.3,10.7,12.4,23,291
6,3.3,13.7,15.8,18,262
6,3.5,10.5,12.6,22,295
6,3.5,10.6,12.7,22,297
6,3.5,11.2,13,22,305
8,5,10.9,13,22,304
8,5,11,13.3,21,311
8,5,15.6,18,16,300
8,5,11.8,13.8,20,324
8,5,11.8,13.8,20,324
8,5,15.6,18,16,300
8,5,12.4,14.2,20,334
8,5,12.4,14.5,19,339
8,5,17.2,19.5,14,325
6,3.5,13.2,14.5,19,339
4,1.6,6.4,7.6,37,179
4,1.6,6.7,7.8,36,182
4,1.6,7.1,8.2,34,192
6,3.5,10.2,12.7,22,298
6,3.5,10.7,12.9,22,303
6,3.5,11.2,13.7,21,322
3,1,6.2,7.5,38,176
3,1,5.9,7,40,164
4,2,6.1,7.7,37,179
4,2,7,8.5,33,200
4,2,6.9,8.3,34,196
4,2.3,9,10.8,26,252
4,2,7.8,9.3,30,219
4,1.5,7,8.7,32,203
4,2,7.6,9.6,29,225
4,2.5,7.4,9.5,30,223
4,2,8.2,10.2,28,238
6,2.7,9.1,11.8,24,277
4,2,5.6,5.6,50,131
6,3.5,13.1,17.1,17,403
4,2.3,7.4,9.4,30,219
4,2.3,8.1,10.1,28,236
4,2.3,7.7,9.5,30,222
4,2.3,8.4,10.3,27,240
8,5,9.3,12.5,23,291
8,5,9.5,12.8,22,300
4,2.3,8.2,10.2,28,238
4,2.3,8.4,10.3,27,240
8,5,10,13.1,22,305
8,5.2,11.3,14.6,19,341
6,3.5,12.8,14.7,19,345
6,3.7,13.1,15.1,19,354
6,3.5,8.7,11.1,25,260
6,3.5,11.7,15,19,249
6,3.5,10,12.5,23,294
6,3.5,9.9,12.4,23,291
6,3.5,13.4,16.3,17,271
4,2.5,8.7,10.4,27,244
4,2.5,11.9,14.3,20,234
4,2.5,8.8,10.7,26,251
4,2.5,12.1,14.7,19,241
6,3.3,9.7,11.9,24,282
6,3.8,9.6,11.7,24,276
8,5,10.4,13.2,21,312
6,3.3,9.7,11.9,24,279
8,5,10.2,13,22,306
4,2.5,9.2,10.2,28,239
6,3.6,9.4,11.4,25,268
4,2.5,9.4,10.4,27,243
6,3.6,9.5,11.7,24,275
4,2.5,9.2,10.8,26,253
4,2.5,9.2,10.7,26,251
4,2.8,8,9.6,29,257
6,3.6,9.6,11.7,24,274
4,2.5,9.8,11.3,25,266
4,2.8,8.3,10.4,27,279
6,3.6,10,12.2,23,288
6,4.3,10,11.8,24,278
6,4.3,14.4,17.1,17,284
8,5.3,10.3,12.7,22,298
8,5.3,10.3,12.7,22,298
8,5.3,13.9,17,17,283
8,5.3,10.9,13.1,22,307
8,6.2,11.2,13.8,20,323
8,5.3,10,11.8,24,278
6,4.3,10.6,12.5,23,294
6,4.3,15.2,18,16,296
8,5.3,10.7,13.1,22,307
8,5.3,10.7,13.1,22,307
8,5.3,15,18.3,15,309
8,5.3,11.6,13.8,20,324
8,6.2,11.7,14.1,20,331
8,5.3,11.2,13,22,304
4,1.5,7.9,8.6,33,201
4,1.6,6,7.4,38,198
4,1.5,8.3,9,31,210
4,1.6,6.1,7.4,38,198
4,2,9,10.2,28,239
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.9,17.2,16,285
8,5.3,10.8,13.2,21,310
8,5.3,10.8,13.2,21,310
8,5.3,14.5,18,16,299
8,6.2,10.7,13.8,20,325
8,5.3,10.4,13,22,305
8,5.3,10.4,13,22,305
8,5.3,13.9,17.2,16,285
8,5.3,10.9,13.3,21,313
8,5.3,10.9,13.3,21,312
8,5.3,15.7,19.3,15,321
8,6.2,11.3,14.5,19,340
4,1.5,6.3,7.2,39,168
4,1.5,6.8,7.6,37,177
4,1.5,6.7,7.9,36,185
4,2,7.3,9.2,31,214
4,2,7.4,9.1,31,211
4,2,5.1,5.1,55,118
4,1.5,5.9,6.8,42,158
4,1.5,5.7,6.8,42,158
4,2,6,7,40,163
4,2,6.1,7.4,38,173
4,1.5,6.2,7.4,38,173
4,1.5,6,6.9,41,162
4,1.5,6.6,7.3,39,170
4,1.5,6.2,7.2,39,167
4,1.5,6.6,7.3,39,170
4,1.5,6.2,7.2,39,167
4,1.5,5.6,6.6,43,153
4,2,6,7,40,163
4,2,6,7.4,38,172
4,1.5,6.2,7.4,38,173
4,2,8.3,9.6,29,224
4,1.5,7,7.8,36,181
4,1.5,7.2,8,35,188
4,1.5,5.9,6.5,43,151
4,1.5,6.5,7,40,166
4,1.5,6.6,7.4,38,174
4,1.8,6.9,7.7,37,180
4,1.8,6.9,7.7,37,180
4,1.8,7.1,8.4,34,195
4,1.8,7.5,8.2,34,194
4,1.8,7.5,8.2,34,194
6,3.5,8.4,10.7,26,252
6,3.5,8.5,10.6,27,247
6,3.5,9.3,11.3,25,266
6,3.5,9.3,11,26,256
6,3.5,9.5,11.3,25,264
4,1.6,7,8.1,35,189
4,1.6,6.2,7.4,38,173
4,1.6,6.3,7.3,39,173
4,1.6,7.8,9.4,30,221
4,2,6.4,7.4,38,174
4,2,6.4,8,35,188
4,1.6,7.1,8.3,34,194
4,1.6,8.1,9.6,29,226
4,2,7.2,8.4,34,198
4,2,7.3,8.7,32,205
4,1.6,4.4,4.3,66,102
4,1.6,4,4.1,69,96
4,2,7,7.9,36,186
4,1.6,8,8.6,33,201
4,2,7.8,8.6,33,202
6,3.3,9.4,11.3,25,265
6,3.3,9.7,11.5,25,269
6,3.3,10.8,12.5,23,295
4,2.4,8.6,10,28,235
4,2.4,9.1,10.7,26,253
4,2,9.6,11.2,25,264
4,2,7.4,9.1,31,212
4,2.4,6.9,8.5,33,202
4,2,5.3,5.7,50,135
4,2,5.1,5.6,50,132
4,2,7.8,9,31,213
4,1.6,8.5,9.3,30,221
4,2,9.1,10.2,28,241
4,2,8.6,9.7,29,228
6,3,8.7,10.8,26,253
6,3,9.3,11.1,25,260
6,3.5,7.7,8.5,33,200
4,2,8.5,10,28,233
6,3,8.6,10.7,26,251
6,3,9.2,11,26,259
6,3.7,9.8,11.7,24,274
8,5.6,10.3,12.8,22,301
4,2,7.1,8.5,33,200
4,2,8,9.4,30,221
